Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
"Mon, Mar 31, 2014",LAC,,MIN,
"Mon, Mar 31, 2014",SAC,,NOH,
"Mon, Mar 31, 2014",NYK,,UTA,
"Tue, Apr 1, 2014",HOU,,BKN,
"Tue, Apr 1, 2014",GSW,,DAL,
"Tue, Apr 1, 2014",POR,,LAL,
"Wed, Apr 2, 2014",CHI,,ATL,
"Wed, Apr 2, 2014",NOH,,DEN,
"Wed, Apr 2, 2014",DET,,IND,
"Wed, Apr 2, 2014",MIL,,MIA,
"Wed, Apr 2, 2014",MEM,,MIN,
"Wed, Apr 2, 2014",BKN,,NYK,
"Wed, Apr 2, 2014",CLE,,ORL,
"Wed, Apr 2, 2014",CHA,,PHI,
"Wed, Apr 2, 2014",LAC,,PHX,
"Wed, Apr 2, 2014",LAL,,SAC,
"Wed, Apr 2, 2014",GSW,,SAS,
"Wed, Apr 2, 2014",HOU,,TOR,
"Wed, Apr 2, 2014",BOS,,WAS,
"Thu, Apr 3, 2014",DAL,,LAC,
"Thu, Apr 3, 2014",SAS,,OKC,
"Fri, Apr 4, 2014",CLE,,ATL,
"Fri, Apr 4, 2014",PHI,,BOS,
"Fri, Apr 4, 2014",DET,,BKN,
"Fri, Apr 4, 2014",ORL,,CHA,
"Fri, Apr 4, 2014",MIL,,CHI,
"Fri, Apr 4, 2014",SAC,,GSW,
"Fri, Apr 4, 2014",OKC,,HOU,
"Fri, Apr 4, 2014",DAL,,LAL,
"Fri, Apr 4, 2014",DEN,,MEM,
"Fri, Apr 4, 2014",MIN,,MIA,
"Fri, Apr 4, 2014",WAS,,NYK,
"Fri, Apr 4, 2014",PHX,,POR,
"Fri, Apr 4, 2014",IND,,TOR,
"Fri, Apr 4, 2014",NOH,,UTA,
"Sat, Apr 5, 2014",CHA,,CLE,
"Sat, Apr 5, 2014",BOS,,DET,
"Sat, Apr 5, 2014",TOR,,MIL,
"Sat, Apr 5, 2014",MIN,,ORL,
"Sat, Apr 5, 2014",BKN,,PHI,
"Sat, Apr 5, 2014",CHI,,WAS,
"Sun, Apr 6, 2014",UTA,,GSW,
"Sun, Apr 6, 2014",DEN,,HOU,
"Sun, Apr 6, 2014",ATL,,IND,
"Sun, Apr 6, 2014",LAL,,LAC,
"Sun, Apr 6, 2014",NYK,,MIA,
"Sun, Apr 6, 2014",OKC,,PHX,
"Sun, Apr 6, 2014",NOH,,POR,
"Sun, Apr 6, 2014",DAL,,SAC,
"Sun, Apr 6, 2014",MEM,,SAS,
"Tue, Apr 8, 2014",HOU,,LAL,
"Tue, Apr 8, 2014",BKN,,MIA,
"Tue, Apr 8, 2014",OKC,,SAC,
"Tue, Apr 8, 2014",DAL,,UTA,
"Wed, Apr 9, 2014",BOS,,ATL,
"Wed, Apr 9, 2014",DET,,CLE,
"Wed, Apr 9, 2014",HOU,,DEN,
"Wed, Apr 9, 2014",OKC,,LAC,
"Wed, Apr 9, 2014",MIA,,MEM,
"Wed, Apr 9, 2014",IND,,MIL,
"Wed, Apr 9, 2014",CHI,,MIN,
"Wed, Apr 9, 2014",PHX,,NOH,
"Wed, Apr 9, 2014",BKN,,ORL,
"Wed, Apr 9, 2014",SAC,,POR,
"Wed, Apr 9, 2014",PHI,,TOR,
"Wed, Apr 9, 2014",CHA,,WAS,
"Thu, Apr 10, 2014",SAS,,DAL,
"Thu, Apr 10, 2014",DEN,,GSW,
"Fri, Apr 11, 2014",CHA,,BOS,
"Fri, Apr 11, 2014",ATL,,BKN,
"Fri, Apr 11, 2014",DET,,CHI,
"Fri, Apr 11, 2014",GSW,,LAL,
"Fri, Apr 11, 2014",PHI,,MEM,
"Fri, Apr 11, 2014",IND,,MIA,
"Fri, Apr 11, 2014",CLE,,MIL,
"Fri, Apr 11, 2014",HOU,,MIN,
"Fri, Apr 11, 2014",NOH,,OKC,
"Fri, Apr 11, 2014",WAS,,ORL,
"Fri, Apr 11, 2014",PHX,,SAS,
"Fri, Apr 11, 2014",NYK,,TOR,
"Fri, Apr 11, 2014",POR,,UTA,
"Sat, Apr 12, 2014",MIA,,ATL,
"Sat, Apr 12, 2014",PHI,,CHA,
"Sat, Apr 12, 2014",BOS,,CLE,
"Sat, Apr 12, 2014",PHX,,DAL,
"Sat, Apr 12, 2014",UTA,,DEN,
"Sat, Apr 12, 2014",NOH,,HOU,
"Sat, Apr 12, 2014",SAC,,LAC,
"Sat, Apr 12, 2014",MIL,,WAS,
"Sun, Apr 13, 2014",ORL,,BKN,
"Sun, Apr 13, 2014",TOR,,DET,
"Sun, Apr 13, 2014",OKC,,IND,
"Sun, Apr 13, 2014",MEM,,LAL,
"Sun, Apr 13, 2014",CHI,,NYK,
"Sun, Apr 13, 2014",GSW,,POR,
"Sun, Apr 13, 2014",MIN,,SAC,
"Mon, Apr 14, 2014",CHA,,ATL,
"Mon, Apr 14, 2014",ORL,,CHI,
"Mon, Apr 14, 2014",MIN,,GSW,
"Mon, Apr 14, 2014",SAS,,HOU,
"Mon, Apr 14, 2014",OKC,,NOH,
"Mon, Apr 14, 2014",BOS,,PHI,
"Mon, Apr 14, 2014",MEM,,PHX,
"Mon, Apr 14, 2014",MIL,,TOR,
"Mon, Apr 14, 2014",LAL,,UTA,
"Mon, Apr 14, 2014",MIA,,WAS,
"Tue, Apr 15, 2014",NYK,,BKN,
"Tue, Apr 15, 2014",DEN,,LAC,
"Wed, Apr 16, 2014",WAS,,BOS,
"Wed, Apr 16, 2014",CHI,,CHA,
"Wed, Apr 16, 2014",BKN,,CLE,
"Wed, Apr 16, 2014",GSW,,DEN,
"Wed, Apr 16, 2014",DAL,,MEM,
"Wed, Apr 16, 2014",PHI,,MIA,
"Wed, Apr 16, 2014",ATL,,MIL,
"Wed, Apr 16, 2014",UTA,,MIN,
"Wed, Apr 16, 2014",HOU,,NOH,
"Wed, Apr 16, 2014",TOR,,NYK,
"Wed, Apr 16, 2014",DET,,OKC,
"Wed, Apr 16, 2014",IND,,ORL,
"Wed, Apr 16, 2014",LAC,,POR,
"Wed, Apr 16, 2014",PHX,,SAC,
"Wed, Apr 16, 2014",LAL,,SAS,
