Date,Visitor/Neutral,PTS,Home/Neutral,PTS
"Sun, Nov 9, 2008",HOU,82,LAL,111
"Sun, Nov 9, 2008",UTA,99,NYK,107
"Sun, Nov 9, 2008",ATL,89,OKC,85
"Sun, Nov 9, 2008",GSW,98,SAC,115
"Mon, Nov 10, 2008",TOR,87,BOS,94
"Mon, Nov 10, 2008",OKC,99,IND,107
"Mon, Nov 10, 2008",BKN,94,MIA,99
"Mon, Nov 10, 2008",POR,106,ORL,99
"Mon, Nov 10, 2008",MEM,102,PHX,107
"Tue, Nov 11, 2008",DEN,88,CHA,80
"Tue, Nov 11, 2008",ATL,113,CHI,108
"Tue, Nov 11, 2008",MIL,93,CLE,99
"Tue, Nov 11, 2008",LAL,106,DAL,99
"Tue, Nov 11, 2008",MIN,110,GSW,113
"Tue, Nov 11, 2008",UTA,93,PHI,80
"Tue, Nov 11, 2008",DET,100,SAC,92
"Tue, Nov 11, 2008",NYK,80,SAS,92
"Wed, Nov 12, 2008",ATL,102,BOS,103
"Wed, Nov 12, 2008",SAC,103,LAC,98
"Wed, Nov 12, 2008",NYK,132,MEM,103
"Wed, Nov 12, 2008",POR,104,MIA,96
"Wed, Nov 12, 2008",SAS,78,MIL,82
"Wed, Nov 12, 2008",IND,98,BKN,87
"Wed, Nov 12, 2008",LAL,93,NOH,86
"Wed, Nov 12, 2008",ORL,109,OKC,92
"Wed, Nov 12, 2008",HOU,94,PHX,82
"Wed, Nov 12, 2008",PHI,106,TOR,96
"Wed, Nov 12, 2008",UTA,87,WAS,95
"Thu, Nov 13, 2008",DAL,91,CHI,98
"Thu, Nov 13, 2008",DEN,99,CLE,110
"Thu, Nov 13, 2008",DET,107,GSW,102
"Fri, Nov 14, 2008",DEN,94,BOS,85
"Fri, Nov 14, 2008",UTA,96,CHA,104
"Fri, Nov 14, 2008",ORL,102,DAL,100
"Fri, Nov 14, 2008",PHI,94,IND,92
"Fri, Nov 14, 2008",DET,106,LAL,95
"Fri, Nov 14, 2008",MIL,101,MEM,96
"Fri, Nov 14, 2008",WAS,77,MIA,97
"Fri, Nov 14, 2008",ATL,108,BKN,115
"Fri, Nov 14, 2008",POR,82,NOH,87
"Fri, Nov 14, 2008",OKC,106,NYK,116
"Fri, Nov 14, 2008",PHX,97,SAC,95
"Fri, Nov 14, 2008",HOU,75,SAS,77
"Sat, Nov 15, 2008",BKN,119,ATL,107
"Sat, Nov 15, 2008",IND,91,CHI,104
"Sat, Nov 15, 2008",UTA,93,CLE,105
"Sat, Nov 15, 2008",NOH,82,HOU,91
"Sat, Nov 15, 2008",GSW,121,LAC,103
"Sat, Nov 15, 2008",BOS,102,MIL,97
"Sat, Nov 15, 2008",POR,88,MIN,83
"Sat, Nov 15, 2008",OKC,85,PHI,110
"Sun, Nov 16, 2008",ORL,90,CHA,85
"Sun, Nov 16, 2008",MIN,84,DEN,90
"Sun, Nov 16, 2008",DAL,124,NYK,114
"Sun, Nov 16, 2008",DET,86,PHX,104
"Sun, Nov 16, 2008",SAS,90,SAC,88
"Sun, Nov 16, 2008",MIA,96,TOR,107
"Mon, Nov 17, 2008",SAS,86,LAC,83
"Mon, Nov 17, 2008",HOU,100,OKC,89
"Mon, Nov 17, 2008",PHX,97,UTA,109
"Tue, Nov 18, 2008",NYK,101,BOS,110
"Tue, Nov 18, 2008",DAL,100,CHA,83
"Tue, Nov 18, 2008",MIL,105,DEN,114
"Tue, Nov 18, 2008",POR,106,GSW,111
"Tue, Nov 18, 2008",ATL,96,IND,113
"Tue, Nov 18, 2008",CHI,109,LAL,116
"Tue, Nov 18, 2008",SAC,94,MEM,109
"Tue, Nov 18, 2008",CLE,106,BKN,82
"Tue, Nov 18, 2008",TOR,90,ORL,103
"Tue, Nov 18, 2008",MIA,94,WAS,87
"Wed, Nov 19, 2008",WAS,87,ATL,91
"Wed, Nov 19, 2008",CLE,89,DET,96
"Wed, Nov 19, 2008",DAL,96,HOU,86
"Wed, Nov 19, 2008",TOR,101,MIA,95
"Wed, Nov 19, 2008",PHI,96,MIN,102
"Wed, Nov 19, 2008",SAC,105,NOH,96
"Wed, Nov 19, 2008",LAC,108,OKC,88
"Wed, Nov 19, 2008",CHI,74,POR,116
"Wed, Nov 19, 2008",DEN,91,SAS,81
"Wed, Nov 19, 2008",MIL,94,UTA,105
"Thu, Nov 20, 2008",DET,80,BOS,98
"Thu, Nov 20, 2008",LAL,105,PHX,92
"Fri, Nov 21, 2008",CHA,83,ATL,88
"Fri, Nov 21, 2008",MEM,76,DAL,91
"Fri, Nov 21, 2008",CHI,115,GSW,110
"Fri, Nov 21, 2008",ORL,100,IND,98
"Fri, Nov 21, 2008",DEN,90,LAL,104
"Fri, Nov 21, 2008",NYK,87,MIL,104
"Fri, Nov 21, 2008",BOS,95,MIN,78
"Fri, Nov 21, 2008",NOH,105,OKC,80
"Fri, Nov 21, 2008",LAC,88,PHI,89
"Fri, Nov 21, 2008",POR,117,SAC,96
"Fri, Nov 21, 2008",UTA,94,SAS,119
"Fri, Nov 21, 2008",BKN,129,TOR,127
"Fri, Nov 21, 2008",HOU,103,WAS,91
"Sat, Nov 22, 2008",MIL,79,CHA,74
"Sat, Nov 22, 2008",ATL,96,CLE,110
"Sat, Nov 22, 2008",UTA,103,MEM,94
"Sat, Nov 22, 2008",IND,100,MIA,109
"Sat, Nov 22, 2008",LAC,95,BKN,112
"Sat, Nov 22, 2008",OKC,97,NOH,109
"Sat, Nov 22, 2008",WAS,117,NYK,122
"Sat, Nov 22, 2008",HOU,100,ORL,95
"Sat, Nov 22, 2008",POR,92,PHX,102
"Sun, Nov 23, 2008",CHI,101,DEN,114
"Sun, Nov 23, 2008",MIN,106,DET,80
"Sun, Nov 23, 2008",SAC,108,LAL,118
"Sun, Nov 23, 2008",GSW,81,PHI,89
"Sun, Nov 23, 2008",BOS,118,TOR,103
"Mon, Nov 24, 2008",PHI,84,CHA,93
"Mon, Nov 24, 2008",NOH,99,LAC,87
"Mon, Nov 24, 2008",SAS,94,MEM,81
"Mon, Nov 24, 2008",HOU,107,MIA,98
"Mon, Nov 24, 2008",MIL,101,ORL,108
"Mon, Nov 24, 2008",SAC,90,POR,91
"Mon, Nov 24, 2008",CHI,101,UTA,100
"Tue, Nov 25, 2008",IND,106,DAL,109
"Tue, Nov 25, 2008",BKN,93,LAL,120
"Tue, Nov 25, 2008",CLE,119,NYK,101
"Tue, Nov 25, 2008",PHX,99,OKC,98
"Tue, Nov 25, 2008",GSW,100,WAS,124
"Wed, Nov 26, 2008",MIL,96,ATL,102
"Wed, Nov 26, 2008",GSW,111,BOS,119
"Wed, Nov 26, 2008",OKC,82,CLE,117
"Wed, Nov 26, 2008",NYK,96,DET,110
"Wed, Nov 26, 2008",IND,91,HOU,90
"Wed, Nov 26, 2008",DEN,106,LAC,105
"Wed, Nov 26, 2008",PHX,110,MIN,102
"Wed, Nov 26, 2008",ORL,96,PHI,94
"Wed, Nov 26, 2008",MIA,68,POR,106
"Wed, Nov 26, 2008",BKN,116,SAC,114
"Wed, Nov 26, 2008",CHI,88,SAS,98
"Wed, Nov 26, 2008",CHA,86,TOR,93
"Wed, Nov 26, 2008",MEM,100,UTA,117
"Thu, Nov 27, 2008",NOH,105,DEN,101
"Thu, Nov 27, 2008",ORL,105,WAS,90
"Fri, Nov 28, 2008",PHI,78,BOS,102
"Fri, Nov 28, 2008",GSW,97,CLE,112
"Fri, Nov 28, 2008",MIL,97,DET,107
"Fri, Nov 28, 2008",CHA,115,IND,108
"Fri, Nov 28, 2008",DAL,107,LAL,114
"Fri, Nov 28, 2008",MIN,105,OKC,103
"Fri, Nov 28, 2008",MIA,107,PHX,92
"Fri, Nov 28, 2008",NOH,86,POR,101
"Fri, Nov 28, 2008",MEM,98,SAS,109
"Fri, Nov 28, 2008",ATL,88,TOR,93
"Fri, Nov 28, 2008",SAC,94,UTA,120
"Sat, Nov 29, 2008",BOS,89,CHA,84
"Sat, Nov 29, 2008",SAS,84,HOU,103
"Sat, Nov 29, 2008",MIA,96,LAC,97
"Sat, Nov 29, 2008",OKC,111,MEM,103
"Sat, Nov 29, 2008",CLE,97,MIL,85
"Sat, Nov 29, 2008",DEN,106,MIN,97
"Sat, Nov 29, 2008",GSW,125,NYK,138
"Sat, Nov 29, 2008",IND,96,ORL,110
"Sat, Nov 29, 2008",DAL,101,SAC,78
"Sat, Nov 29, 2008",BKN,105,UTA,88
"Sat, Nov 29, 2008",ATL,102,WAS,98
"Sun, Nov 30, 2008",HOU,94,DEN,104
"Sun, Nov 30, 2008",POR,96,DET,85
"Sun, Nov 30, 2008",TOR,99,LAL,112
"Sun, Nov 30, 2008",CHI,103,PHI,92
"Sun, Nov 30, 2008",BKN,117,PHX,109
"Mon, Dec 1, 2008",ORL,88,BOS,107
"Mon, Dec 1, 2008",MIN,90,CHA,100
"Mon, Dec 1, 2008",MIA,130,GSW,129
"Tue, Dec 2, 2008",PHI,103,CHI,95
"Tue, Dec 2, 2008",LAC,98,DAL,100
"Tue, Dec 2, 2008",TOR,93,DEN,132
"Tue, Dec 2, 2008",LAL,117,IND,118
"Tue, Dec 2, 2008",WAS,108,BKN,88
"Tue, Dec 2, 2008",POR,104,NYK,97
"Tue, Dec 2, 2008",UTA,99,SAC,94
"Tue, Dec 2, 2008",DET,89,SAS,77
"Wed, Dec 3, 2008",MEM,95,ATL,105
"Wed, Dec 3, 2008",IND,96,BOS,114
"Wed, Dec 3, 2008",OKC,97,CHA,103
"Wed, Dec 3, 2008",NYK,82,CLE,118
"Wed, Dec 3, 2008",LAC,96,HOU,103
"Wed, Dec 3, 2008",CHI,90,MIL,97
"Wed, Dec 3, 2008",PHX,91,NOH,104
"Wed, Dec 3, 2008",MIN,89,ORL,100
"Wed, Dec 3, 2008",LAL,114,PHI,102
"Wed, Dec 3, 2008",MIA,93,UTA,89
"Wed, Dec 3, 2008",POR,98,WAS,92
"Thu, Dec 4, 2008",PHX,97,DAL,112
"Thu, Dec 4, 2008",SAS,108,DEN,91
"Fri, Dec 5, 2008",NYK,95,ATL,98
"Fri, Dec 5, 2008",POR,78,BOS,93
"Fri, Dec 5, 2008",IND,73,CLE,97
"Fri, Dec 5, 2008",PHI,96,DET,91
"Fri, Dec 5, 2008",GSW,112,HOU,131
"Fri, Dec 5, 2008",LAC,81,MEM,93
"Fri, Dec 5, 2008",CHA,96,MIL,101
"Fri, Dec 5, 2008",MIN,84,BKN,113
"Fri, Dec 5, 2008",OKC,89,ORL,98
"Fri, Dec 5, 2008",TOR,87,UTA,114
"Fri, Dec 5, 2008",LAL,106,WAS,104
"Sat, Dec 6, 2008",CLE,94,CHA,74
"Sat, Dec 6, 2008",WAS,110,CHI,117
"Sat, Dec 6, 2008",ATL,98,DAL,100
"Sat, Dec 6, 2008",OKC,99,MIA,105
"Sat, Dec 6, 2008",LAC,107,MIN,84
"Sat, Dec 6, 2008",MEM,87,NOH,106
"Sat, Dec 6, 2008",BKN,95,PHI,84
"Sat, Dec 6, 2008",UTA,104,PHX,106
"Sat, Dec 6, 2008",DEN,118,SAC,85
"Sat, Dec 6, 2008",GSW,88,SAS,123
"Sun, Dec 7, 2008",BOS,122,IND,117
"Sun, Dec 7, 2008",MIL,92,LAL,105
"Sun, Dec 7, 2008",DET,92,NYK,104
"Sun, Dec 7, 2008",POR,98,TOR,97
"Mon, Dec 8, 2008",ORL,95,LAC,88
"Mon, Dec 8, 2008",HOU,97,MEM,109
"Mon, Dec 8, 2008",CHA,96,MIA,100
"Mon, Dec 8, 2008",GSW,112,OKC,102
"Tue, Dec 9, 2008",NYK,100,CHI,105
"Tue, Dec 9, 2008",TOR,94,CLE,114
"Tue, Dec 9, 2008",SAS,133,DAL,126
"Tue, Dec 9, 2008",ATL,84,HOU,92
"Tue, Dec 9, 2008",UTA,99,MIN,96
"Tue, Dec 9, 2008",MIL,110,PHX,125
"Tue, Dec 9, 2008",ORL,109,POR,108
"Tue, Dec 9, 2008",LAL,101,SAC,113
"Tue, Dec 9, 2008",DET,94,WAS,107
"Wed, Dec 10, 2008",MIN,105,DEN,116
"Wed, Dec 10, 2008",MIL,96,GSW,119
"Wed, Dec 10, 2008",PHX,110,LAL,115
"Wed, Dec 10, 2008",NYK,121,BKN,109
"Wed, Dec 10, 2008",CHA,89,NOH,105
"Wed, Dec 10, 2008",MEM,108,OKC,102
"Wed, Dec 10, 2008",CLE,101,PHI,93
"Wed, Dec 10, 2008",ATL,89,SAS,95
"Wed, Dec 10, 2008",IND,88,TOR,101
"Thu, Dec 11, 2008",CHA,90,DAL,95
"Thu, Dec 11, 2008",POR,88,UTA,97
"Thu, Dec 11, 2008",BOS,122,WAS,88
"Fri, Dec 12, 2008",NOH,82,BOS,94
"Fri, Dec 12, 2008",PHI,72,CLE,88
"Fri, Dec 12, 2008",IND,110,DET,114
"Fri, Dec 12, 2008",HOU,119,GSW,108
"Fri, Dec 12, 2008",SAC,103,LAL,112
"Fri, Dec 12, 2008",CHI,96,MEM,103
"Fri, Dec 12, 2008",ATL,87,MIA,73
"Fri, Dec 12, 2008",SAS,98,MIN,86
"Fri, Dec 12, 2008",TOR,101,BKN,79
"Fri, Dec 12, 2008",ORL,112,PHX,113
"Fri, Dec 12, 2008",LAC,120,POR,112
"Sat, Dec 13, 2008",CLE,92,ATL,97
"Sat, Dec 13, 2008",DET,90,CHA,86
"Sat, Dec 13, 2008",BKN,104,CHI,113
"Sat, Dec 13, 2008",OKC,99,DAL,103
"Sat, Dec 13, 2008",GSW,105,DEN,123
"Sat, Dec 13, 2008",HOU,82,LAC,95
"Sat, Dec 13, 2008",IND,103,MIL,121
"Sat, Dec 13, 2008",WAS,89,PHI,104
"Sat, Dec 13, 2008",NYK,114,SAC,90
"Sat, Dec 13, 2008",ORL,103,UTA,94
"Sun, Dec 14, 2008",MIN,86,LAL,98
"Sun, Dec 14, 2008",MIA,86,MEM,102
"Sun, Dec 14, 2008",OKC,104,SAS,109
"Sun, Dec 14, 2008",NOH,99,TOR,91
"Mon, Dec 15, 2008",CHA,79,ATL,83
"Mon, Dec 15, 2008",UTA,91,BOS,100
"Mon, Dec 15, 2008",DEN,98,DAL,88
"Mon, Dec 15, 2008",ORL,109,GSW,98
"Mon, Dec 15, 2008",MIL,98,MIA,83
"Mon, Dec 15, 2008",NYK,103,PHX,111
"Mon, Dec 15, 2008",MIN,103,SAC,118
"Mon, Dec 15, 2008",BKN,94,TOR,87
"Mon, Dec 15, 2008",IND,118,WAS,98
"Tue, Dec 16, 2008",CHI,101,CHA,110
"Tue, Dec 16, 2008",DEN,96,HOU,108
"Tue, Dec 16, 2008",NYK,114,LAL,116
"Tue, Dec 16, 2008",NOH,91,MEM,84
"Tue, Dec 16, 2008",LAC,98,OKC,88
"Tue, Dec 16, 2008",SAC,77,POR,109
"Wed, Dec 17, 2008",BOS,88,ATL,85
"Wed, Dec 17, 2008",LAC,109,CHI,115
"Wed, Dec 17, 2008",WAS,74,DET,88
"Wed, Dec 17, 2008",GSW,120,IND,127
"Wed, Dec 17, 2008",CLE,93,MIN,70
"Wed, Dec 17, 2008",UTA,103,BKN,92
"Wed, Dec 17, 2008",SAS,83,NOH,90
"Wed, Dec 17, 2008",MIL,88,PHI,93
"Wed, Dec 17, 2008",DAL,96,TOR,86
"Thu, Dec 18, 2008",SAS,78,ORL,90
"Thu, Dec 18, 2008",PHX,119,POR,124
"Fri, Dec 19, 2008",GSW,99,ATL,115
"Fri, Dec 19, 2008",CHI,108,BOS,126
"Fri, Dec 19, 2008",CLE,105,DEN,88
"Fri, Dec 19, 2008",UTA,120,DET,114
"Fri, Dec 19, 2008",SAC,96,HOU,107
"Fri, Dec 19, 2008",LAC,117,IND,109
"Fri, Dec 19, 2008",CHA,112,MEM,83
"Fri, Dec 19, 2008",LAL,87,MIA,89
"Fri, Dec 19, 2008",DAL,97,BKN,121
"Fri, Dec 19, 2008",MIL,105,NYK,81
"Fri, Dec 19, 2008",TOR,83,OKC,91
"Fri, Dec 19, 2008",PHI,109,WAS,103
"Sat, Dec 20, 2008",GSW,110,CHA,103
"Sat, Dec 20, 2008",UTA,98,CHI,106
"Sat, Dec 20, 2008",LAC,85,MIL,119
"Sat, Dec 20, 2008",HOU,109,MIN,102
"Sat, Dec 20, 2008",MIA,106,BKN,103
"Sat, Dec 20, 2008",SAC,90,NOH,99
"Sat, Dec 20, 2008",LAL,103,ORL,106
"Sat, Dec 20, 2008",IND,95,PHI,94
"Sat, Dec 20, 2008",DEN,101,PHX,108
"Sat, Dec 20, 2008",TOR,97,SAS,107
"Sun, Dec 21, 2008",DET,78,ATL,85
"Sun, Dec 21, 2008",NYK,105,BOS,124
"Sun, Dec 21, 2008",CLE,102,OKC,91
"Sun, Dec 21, 2008",DAL,97,WAS,86
"Mon, Dec 22, 2008",POR,89,DEN,97
"Mon, Dec 22, 2008",TOR,97,LAC,75
"Mon, Dec 22, 2008",LAL,105,MEM,96
"Mon, Dec 22, 2008",HOU,114,BKN,91
"Mon, Dec 22, 2008",GSW,81,ORL,113
"Mon, Dec 22, 2008",SAC,85,SAS,101
"Tue, Dec 23, 2008",OKC,88,ATL,99
"Tue, Dec 23, 2008",PHI,91,BOS,110
"Tue, Dec 23, 2008",WAS,72,CHA,80
"Tue, Dec 23, 2008",HOU,90,CLE,99
"Tue, Dec 23, 2008",MEM,82,DAL,100
"Tue, Dec 23, 2008",CHI,98,DET,104
"Tue, Dec 23, 2008",BKN,108,IND,107
"Tue, Dec 23, 2008",GSW,88,MIA,96
"Tue, Dec 23, 2008",UTA,86,MIL,94
"Tue, Dec 23, 2008",LAL,100,NOH,87
"Tue, Dec 23, 2008",DEN,92,POR,101
"Tue, Dec 23, 2008",MIN,93,SAS,99
"Thu, Dec 25, 2008",WAS,89,CLE,93
"Thu, Dec 25, 2008",BOS,83,LAL,92
"Thu, Dec 25, 2008",NOH,68,ORL,88
"Thu, Dec 25, 2008",SAS,91,PHX,90
"Thu, Dec 25, 2008",DAL,102,POR,94
"Fri, Dec 26, 2008",PHI,101,DEN,105
"Fri, Dec 26, 2008",OKC,88,DET,90
"Fri, Dec 26, 2008",BOS,89,GSW,99
"Fri, Dec 26, 2008",IND,105,MEM,108
"Fri, Dec 26, 2008",CHI,77,MIA,90
"Fri, Dec 26, 2008",CHA,95,BKN,87
"Fri, Dec 26, 2008",HOU,79,NOH,88
"Fri, Dec 26, 2008",MIN,120,NYK,107
"Fri, Dec 26, 2008",TOR,107,SAC,101
"Fri, Dec 26, 2008",DAL,88,UTA,97
"Sat, Dec 27, 2008",CHI,117,ATL,129
"Sat, Dec 27, 2008",BKN,114,CHA,103
"Sat, Dec 27, 2008",UTA,115,HOU,120
"Sat, Dec 27, 2008",DET,87,MIL,76
"Sat, Dec 27, 2008",ORL,118,MIN,94
"Sat, Dec 27, 2008",TOR,89,POR,102
"Sat, Dec 27, 2008",MEM,103,SAS,106
"Sat, Dec 27, 2008",OKC,95,WAS,104
"Sun, Dec 28, 2008",MIA,86,CLE,93
"Sun, Dec 28, 2008",NOH,105,IND,103
"Sun, Dec 28, 2008",DAL,98,LAC,76
"Sun, Dec 28, 2008",GSW,113,LAL,130
"Sun, Dec 28, 2008",DEN,117,NYK,110
"Sun, Dec 28, 2008",BOS,108,SAC,63
"Mon, Dec 29, 2008",DEN,91,ATL,109
"Mon, Dec 29, 2008",ORL,82,DET,88
"Mon, Dec 29, 2008",TOR,111,GSW,117
"Mon, Dec 29, 2008",WAS,89,HOU,87
"Mon, Dec 29, 2008",MEM,98,MIN,108
"Mon, Dec 29, 2008",CHI,100,BKN,87
"Mon, Dec 29, 2008",PHX,110,OKC,102
"Mon, Dec 29, 2008",PHI,95,UTA,112
"Tue, Dec 30, 2008",NYK,93,CHA,89
"Tue, Dec 30, 2008",MIN,100,DAL,107
"Tue, Dec 30, 2008",ATL,110,IND,104
"Tue, Dec 30, 2008",PHX,101,MEM,89
"Tue, Dec 30, 2008",CLE,95,MIA,104
"Tue, Dec 30, 2008",WAS,85,NOH,97
"Tue, Dec 30, 2008",BOS,86,POR,91
"Tue, Dec 30, 2008",LAC,90,SAC,92
"Tue, Dec 30, 2008",MIL,100,SAS,98
"Wed, Dec 31, 2008",ORL,113,CHI,94
"Wed, Dec 31, 2008",BKN,75,DET,83
"Wed, Dec 31, 2008",MIL,81,HOU,85
"Wed, Dec 31, 2008",PHI,100,LAC,92
"Wed, Dec 31, 2008",GSW,100,OKC,107
"Wed, Dec 31, 2008",DEN,114,TOR,107
"Fri, Jan 2, 2009",WAS,83,BOS,108
"Fri, Jan 2, 2009",CHI,92,CLE,117
"Fri, Jan 2, 2009",PHI,86,DAL,96
"Fri, Jan 2, 2009",SAC,92,DET,98
"Fri, Jan 2, 2009",UTA,100,LAL,113
"Fri, Jan 2, 2009",SAS,91,MEM,80
"Fri, Jan 2, 2009",CHA,75,MIL,103
"Fri, Jan 2, 2009",GSW,108,MIN,115
"Fri, Jan 2, 2009",ATL,91,BKN,93
"Fri, Jan 2, 2009",IND,105,NYK,103
"Fri, Jan 2, 2009",DEN,122,OKC,120
"Fri, Jan 2, 2009",MIA,76,ORL,86
"Fri, Jan 2, 2009",LAC,98,PHX,106
"Fri, Jan 2, 2009",NOH,92,POR,77
"Fri, Jan 2, 2009",HOU,73,TOR,94
"Sat, Jan 3, 2009",HOU,100,ATL,103
"Sat, Jan 3, 2009",MIL,92,CHA,102
"Sat, Jan 3, 2009",MIN,102,CHI,92
"Sat, Jan 3, 2009",NOH,100,DEN,105
"Sat, Jan 3, 2009",SAC,117,IND,122
"Sat, Jan 3, 2009",BKN,96,MIA,101
"Sat, Jan 3, 2009",PHI,106,SAS,108
"Sun, Jan 4, 2009",DET,88,LAC,87
"Sun, Jan 4, 2009",POR,86,LAL,100
"Sun, Jan 4, 2009",DAL,82,MEM,102
"Sun, Jan 4, 2009",BOS,88,NYK,100
"Sun, Jan 4, 2009",ORL,102,TOR,108
"Sun, Jan 4, 2009",CLE,77,WAS,80
"Mon, Jan 5, 2009",IND,115,DEN,135
"Mon, Jan 5, 2009",SAS,91,MIA,84
"Mon, Jan 5, 2009",TOR,97,MIL,107
"Mon, Jan 5, 2009",SAC,90,BKN,98
"Mon, Jan 5, 2009",GSW,114,UTA,119
"Tue, Jan 6, 2009",BOS,106,CHA,114
"Tue, Jan 6, 2009",SAC,94,CHI,99
"Tue, Jan 6, 2009",LAC,102,DAL,107
"Tue, Jan 6, 2009",NOH,116,LAL,105
"Tue, Jan 6, 2009",MIN,94,MEM,87
"Tue, Jan 6, 2009",NYK,99,OKC,107
"Tue, Jan 6, 2009",WAS,80,ORL,89
"Tue, Jan 6, 2009",HOU,96,PHI,104
"Wed, Jan 7, 2009",ORL,106,ATL,102
"Wed, Jan 7, 2009",HOU,89,BOS,85
"Wed, Jan 7, 2009",CHA,81,CLE,111
"Wed, Jan 7, 2009",MIA,97,DEN,108
"Wed, Jan 7, 2009",LAL,114,GSW,106
"Wed, Jan 7, 2009",PHI,110,MIL,105
"Wed, Jan 7, 2009",OKC,87,MIN,129
