,Tm,frequentist_mew,frequentist_sigma,name,posterior_mew,posterior_sigma,prior_mew,prior_sigma
20,SAC,10.048101265822787,7.22873766943736,Isaiah Thomas,10.851536936586685,5.036221722503199,9.68125,7.020416345183683
21,BOS,6.990123456790124,5.141974567604766,Brandon Sam Bass,7.455425462210298,3.6212172537913863,7.0453051643192515,5.100624929568235
22,BOS,5.2844444444444445,4.627260075084298,Jared Sullinger,7.321633986928105,3.2719669774058797,5.2844444444444445,4.627260075084298
23,ATL,12.335897435897438,5.820784473498096,Paul Millsap,12.158426362961753,4.4962080800301845,11.403493449781665,7.0796674252804594
24,MEM,7.625609756097559,4.325331256893054,Tayshaun Durell Prince,6.553813868289905,3.5050302084558727,9.742431192660552,5.981823581096092
25,PHI,,,Elliot Jerell Williams,,,2.2833333333333328,3.3298732041258803
26,SAC,4.5137931034482754,4.2094085208167735,Luc Richard Mbah a Moute,5.253703297089558,3.2900214283641622,5.965970149253738,5.274198548354728
27,SAS,3.432758620689654,4.129097251718567,Patrick Sammie Mills,4.796713425832954,3.1370630268016804,3.6317567567567575,4.824613654356762
28,IND,11.673684210526318,6.681147246682709,George Jesse Hill Jr.,9.289102152485434,4.711754207518656,8.27086834733893,6.645846416831565
29,PHI,,,Michael Carter-Williams,,,,
